StoryID,TokenID,Masked_Word,B1,B2,B3,B4,B5,B6,B7,GT,GT_isboundary,GT_boundary_forbidden
G3S4,G3040087,<limb>,0,0,0,0,0,0,0,0,0,1
G3S4,G3040088,under,0,0,0,0,0,0,0,0,0,1
G3S4,G3040089,him,0,0,1,0,0,0,0,1,0,0
G3S4,G3040090,<snapped>,1,1,1,1,1,1,1,7,1,0
G3S4,G3040091,and,0,0,0,0,0,0,0,0,0,1
G3S4,G3040092,he,0,0,0,0,0,0,0,0,0,1
G3S4,G3040093,<fell>,0,1,1,0,0,0,0,2,0,0
G3S4,G3040094,into,0,0,0,0,0,0,0,0,0,1
G3S4,G3040095,the,0,0,0,0,0,0,0,0,0,1
G3S4,G3040096,<container>,0,0,1,1,0,0,0,2,0,0
G3S4,G3040097,<filled>,0,0,0,0,0,0,0,0,0,1
G3S4,G3040098,of,0,0,0,0,0,0,0,0,0,1
G3S4,G3040099,<liquid>.,1,1,1,1,1,1,1,7,1,0
G3S4,G3040100,The,0,0,0,0,0,0,0,0,0,1
G3S4,G3040101,<noun>,0,1,1,0,0,0,0,2,0,0
G3S4,G3040102,did,0,0,0,0,0,0,0,0,0,1
G3S4,G3040103,not,0,0,0,0,0,0,0,0,0,1
G3S4,G3040104,know,0,0,1,0,0,0,0,1,0,0
G3S4,G3040105,what,0,0,0,0,0,0,0,0,0,1
G3S4,G3040106,to,0,0,0,0,0,0,0,0,0,1
G3S4,G3040107,<do>.,1,1,1,1,1,1,1,7,1,0
G3S4,G3040108,Then,0,0,0,0,0,0,0,0,0,1
G3S4,G3040109,<proper_name>,0,0,1,0,0,0,0,1,0,0
G3S4,G3040110,<picked>,0,0,0,0,0,0,0,0,0,1
G3S4,G3040111,a,0,0,0,0,0,0,0,0,0,1
G3S4,G3040112,<adjective_size>,0,0,0,0,0,0,0,0,0,1
G3S4,G3040113,stone,1,1,1,1,1,1,1,7,1,0
G3S4,G3040114,and,0,0,0,0,0,0,0,0,0,1
G3S4,G3040115,<hurled>,0,0,0,0,0,0,0,0,0,1
G3S4,G3040116,it,0,0,1,0,0,0,0,1,0,0
G3S4,G3040117,at,0,0,0,0,0,0,0,0,0,1
G3S4,G3040118,the,0,0,0,0,0,0,0,0,0,1
G3S4,G3040119,<container>.,1,1,1,1,1,1,1,7,1,0
G3S4,G3040120,The,0,0,0,0,0,0,0,0,0,1
G3S4,G3040121,others,0,0,1,0,0,0,0,1,0,0
G3S4,G3040122,did,0,0,0,0,0,0,0,0,0,1
G3S4,G3040123,the,0,0,0,0,0,0,0,0,0,1
G3S4,G3040124,same.,1,1,1,1,1,1,1,7,1,0
G3S4,G3040125,"Soon,",1,1,1,1,1,1,1,7,1,0
G3S4,G3040126,they,0,0,0,0,0,0,0,0,0,1
G3S4,G3040127,<verb_action>,0,0,0,0,0,0,0,0,0,1
G3S4,G3040128,the,0,0,0,0,0,0,0,0,0,1
G3S4,G3040129,<container>.,1,1,1,1,1,1,1,7,1,0
G3S4,G3040130,The,0,0,0,0,0,0,0,0,0,1
G3S4,G3040131,<liquid>,0,0,1,0,0,0,0,1,0,0
G3S4,G3040132,ran,0,0,0,0,0,0,0,0,0,1
G3S4,G3040133,out.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050001,An,0,0,0,0,0,0,0,0,0,1
G3S5,G3050002,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050003,<person>,0,1,1,0,0,0,0,2,0,0
G3S5,G3050004,had,0,0,0,0,0,0,0,0,0,1
G3S5,G3050005,a,0,0,0,0,0,0,0,0,0,1
G3S5,G3050006,<feline>.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050007,The,0,0,0,0,0,0,0,0,0,1
G3S5,G3050008,<feline>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050009,was,0,0,1,0,0,0,0,1,0,0
G3S5,G3050010,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050011,"too,",1,1,1,1,1,1,1,7,1,0
G3S5,G3050012,so,0,1,0,0,0,0,0,1,0,0
G3S5,G3050013,<pronoun>,0,0,1,0,0,0,0,1,0,0
G3S5,G3050014,could,0,0,0,0,0,0,0,0,0,1
G3S5,G3050015,not,0,0,0,0,0,0,0,0,0,1
G3S5,G3050016,<verb_action>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050017,<adjective_speed>,1,1,1,1,1,1,1,7,1,0
G3S5,G3050018,and,0,0,0,0,0,0,1,1,0,0
G3S5,G3050019,she,0,0,1,0,0,0,0,1,0,0
G3S5,G3050020,could,0,0,0,0,0,0,0,0,0,1
G3S5,G3050021,not,0,0,0,0,0,0,0,0,0,1
G3S5,G3050022,bite.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050023,One,0,0,0,0,0,0,0,0,0,1
G3S5,G3050024,"day,",1,1,1,1,1,1,1,7,1,0
G3S5,G3050025,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050026,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050027,<feline>,0,1,1,0,1,0,1,4,0,0
G3S5,G3050028,<noticed>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050029,a,0,0,0,0,0,0,0,0,0,1
G3S5,G3050030,<rodent>.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050031,She,0,0,0,0,0,0,0,0,0,1
G3S5,G3050032,<leapt>,0,1,1,1,1,0,1,5,1,0
G3S5,G3050033,and,0,0,0,0,0,0,0,0,0,1
G3S5,G3050034,<seized>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050035,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050036,<rodent>.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050037,But,0,0,0,0,0,0,0,0,0,1
G3S5,G3050038,because,0,0,1,0,0,0,0,1,0,0
G3S5,G3050039,<pronoun>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050040,had,0,0,0,0,0,0,0,0,0,1
G3S5,G3050041,no,0,0,0,0,0,0,0,0,0,1
G3S5,G3050042,teeth,1,1,1,1,1,1,1,7,1,0
G3S5,G3050043,she,0,0,0,0,0,0,0,0,0,1
G3S5,G3050044,could,0,0,0,0,0,0,0,0,0,1
G3S5,G3050045,not,0,0,1,0,0,0,0,1,0,0
G3S5,G3050046,bite,0,0,0,0,0,0,0,0,0,1
G3S5,G3050047,it.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050048,So,0,0,0,0,0,0,0,0,0,1
G3S5,G3050049,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050050,<rodent>,0,0,1,0,0,0,1,2,0,0
G3S5,G3050051,got,0,0,0,0,0,0,0,0,0,1
G3S5,G3050052,out,0,0,0,0,0,0,0,0,0,1
G3S5,G3050053,of,0,0,0,0,0,0,0,0,0,1
G3S5,G3050054,her,0,0,0,0,0,0,0,0,0,1
G3S5,G3050055,<face_part>,0,1,1,1,1,1,1,6,1,0
G3S5,G3050056,and,0,0,0,0,0,0,0,0,0,1
G3S5,G3050057,<verb_action>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050058,away.,1,1,1,1,1,1,0,6,1,0
G3S5,G3050059,The,0,0,0,0,0,0,0,0,0,1
G3S5,G3050060,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050061,<person>,0,0,1,0,0,0,0,1,0,0
G3S5,G3050062,was,0,0,0,0,0,0,0,0,0,1
G3S5,G3050063,very,0,0,0,0,0,0,0,0,0,1
G3S5,G3050064,<furious>,1,1,1,1,1,1,1,7,1,0
G3S5,G3050065,because,0,1,0,0,0,0,0,1,0,0
G3S5,G3050066,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050067,<feline>,0,0,1,0,0,0,0,1,0,0
G3S5,G3050068,had,0,0,0,0,0,0,0,0,0,1
G3S5,G3050069,let,0,0,0,0,0,0,0,0,0,1
G3S5,G3050070,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050071,<rodent>.,0,0,1,1,0,0,0,2,0,0
G3S5,G3050072,<verb_action>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050073,away.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050074,The,0,0,0,0,0,0,0,0,0,1
G3S5,G3050075,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050076,<person>,0,0,1,0,1,0,1,3,0,0
G3S5,G3050077,began,0,0,0,0,0,0,0,0,0,1
G3S5,G3050078,to,0,0,0,0,0,0,0,0,0,1
G3S5,G3050079,<strike>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050080,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050081,<feline>.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050082,The,0,0,0,0,0,0,0,0,0,1
G3S5,G3050083,<feline>,0,0,1,0,0,0,0,1,0,0
G3S5,G3050084,<spoke>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050085,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050086,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050087,<person>,1,1,1,1,1,1,1,7,1,0
G3S5,G3050088,not,0,0,0,0,0,0,0,0,0,1
G3S5,G3050089,to,0,0,0,0,0,0,0,0,0,1
G3S5,G3050090,<strike>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050091,her,0,0,1,0,0,0,0,1,0,0
G3S5,G3050092,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050093,<helper>.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050094,She,0,0,0,0,0,0,0,0,0,1
G3S5,G3050095,said,0,0,1,1,0,0,0,2,0,0
G3S5,G3050096,that,1,1,0,0,0,1,0,3,0,0
G3S5,G3050097,she,0,0,0,0,0,0,0,0,0,1
G3S5,G3050098,had,0,0,1,0,0,0,0,1,0,0
G3S5,G3050099,<verb_action>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050100,for,0,0,0,0,0,0,0,0,0,1
G3S5,G3050101,her,0,0,1,0,1,0,1,3,0,0
G3S5,G3050102,for,0,0,0,0,0,0,0,0,0,1
G3S5,G3050103,many,0,0,0,0,0,0,0,0,0,1
G3S5,G3050104,<years>,1,1,1,1,1,1,1,7,1,0
G3S5,G3050105,and,0,0,0,0,0,0,0,0,0,1
G3S5,G3050106,would,0,0,0,0,0,0,0,0,0,1
G3S5,G3050107,still,0,0,0,0,0,0,0,0,0,1
G3S5,G3050108,<verb_action>,0,0,1,0,0,0,0,1,0,0
G3S5,G3050109,for,0,0,0,0,0,0,0,0,0,1
G3S5,G3050110,"her,",1,1,1,1,1,1,1,7,1,0
G3S5,G3050111,but,0,0,1,0,0,0,0,1,0,0
G3S5,G3050112,she,0,0,0,0,0,0,0,0,0,1
G3S5,G3050113,was,0,0,0,0,0,0,0,0,0,1
G3S5,G3050114,too,0,0,0,0,0,0,0,0,0,1
G3S5,G3050115,<aged>.,1,1,1,1,1,1,1,7,1,0
G3S5,G3050116,The,0,0,0,0,0,0,0,0,0,1
G3S5,G3050117,<feline>,0,0,1,0,0,0,1,2,0,0
G3S5,G3050118,<asked>,0,1,0,0,0,0,0,1,0,0
G3S5,G3050119,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050120,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050121,<person>,1,1,1,1,1,1,1,7,1,0
G3S5,G3050122,to,0,0,0,0,0,0,0,0,0,1
G3S5,G3050123,be,0,0,0,0,0,0,0,0,0,1
G3S5,G3050124,<gentle>,0,0,1,0,0,0,0,1,0,0
G3S5,G3050125,to,0,0,0,0,0,0,0,0,0,1
G3S5,G3050126,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050127,<aged>,1,1,1,1,1,1,1,7,1,0
G3S5,G3050128,and,0,0,0,0,0,0,0,0,0,1
G3S5,G3050129,to,0,0,0,0,0,0,0,0,0,1
G3S5,G3050130,<recall>,0,0,1,0,0,0,0,1,0,0
G3S5,G3050131,the,0,0,0,0,0,0,0,0,0,1
G3S5,G3050132,<adjective_pos>,0,0,0,0,0,0,0,0,0,1
G3S5,G3050133,<verb_action>,1,1,1,0,0,0,0,3,0,0
G3S5,G3050134,they,0,0,0,0,0,0,0,0,0,1
G3S5,G3050135,did,0,0,1,1,1,1,0,4,0,0
G3S5,G3050136,when,0,0,0,0,0,0,0,0,0,1
G3S5,G3050137,they,0,0,0,0,0,0,0,0,0,1
G3S5,G3050138,were,0,0,0,0,0,0,0,0,0,1
G3S5,G3050139,<adjective_age>.,1,1,0,1,1,1,0,5,1,0
G3S6,G3060001,<celestial_bodies>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060002,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060003,<direction>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060004,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060005,<celestial_body>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060006,And,0,0,0,0,0,0,0,0,0,1
G3S6,G3060007,<celestial_bodies>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060008,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060009,<direction>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060010,<celestial_bodies>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060011,The,0,0,0,0,0,0,0,0,0,1
G3S6,G3060012,"<planet>,",1,1,1,1,1,1,1,7,1,0
G3S6,G3060013,as,0,0,0,0,0,0,0,0,0,1
G3S6,G3060014,you,0,0,0,0,0,0,0,0,0,1
G3S6,G3060015,"<action>,",1,1,1,1,1,1,1,7,1,0
G3S6,G3060016,is,0,0,0,0,0,0,0,0,0,1
G3S6,G3060017,a,0,0,0,0,0,0,0,0,0,1
G3S6,G3060018,<celestial_body>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060019,It,0,0,0,0,0,0,0,0,0,1
G3S6,G3060020,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060021,<direction>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060022,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060023,<celestial_body>,0,1,1,1,1,1,0,5,1,0
G3S6,G3060024,in,0,0,0,0,0,0,0,0,0,1
G3S6,G3060025,<number>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060026,<number>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060027,and,0,0,0,0,0,0,0,0,0,1
G3S6,G3060028,<number>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060029,<number>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060030,<time_units>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060031,The,0,0,0,0,0,0,0,0,0,1
G3S6,G3060032,<celestial_body>,0,1,1,1,0,0,0,3,0,0
G3S6,G3060033,is,0,0,0,0,0,0,0,0,0,1
G3S6,G3060034,a,0,0,0,0,0,0,0,0,0,1
G3S6,G3060035,<celestial_body>,0,0,1,0,1,0,0,2,0,0
G3S6,G3060036,of,0,0,0,0,0,0,0,0,0,1
G3S6,G3060037,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060038,<planet>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060039,It,0,0,0,0,0,0,0,0,0,1
G3S6,G3060040,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060041,<direction>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060042,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060043,<planet>,0,1,1,1,1,1,0,5,1,0
G3S6,G3060044,in,0,0,0,0,0,0,0,0,0,1
G3S6,G3060045,<number>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060046,<number>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060047,<time_units>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060048,All,0,0,0,0,0,0,0,0,0,1
G3S6,G3060049,<celestial_bodies>,0,1,1,0,1,0,0,3,0,0
G3S6,G3060050,are,0,0,0,0,0,0,0,0,0,1
G3S6,G3060051,not,0,0,0,0,0,0,0,0,0,1
G3S6,G3060052,like,0,0,0,0,0,0,0,0,0,1
G3S6,G3060053,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060054,<celestial_body>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060055,Some,0,0,0,0,0,0,0,0,0,1
G3S6,G3060056,<celestial_bodies>,0,1,1,1,1,0,0,4,0,0
G3S6,G3060057,are,0,0,0,0,0,0,0,0,0,1
G3S6,G3060058,now,0,0,1,0,0,0,0,1,0,0
G3S6,G3060059,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060060,by,0,0,0,0,0,0,0,0,0,1
G3S6,G3060061,<creator>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060062,These,0,0,0,0,0,0,0,0,0,1
G3S6,G3060063,<celestial_bodies>,0,1,1,1,1,0,0,4,0,0
G3S6,G3060064,also,0,0,0,0,0,0,0,0,0,1
G3S6,G3060065,<action>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060066,<direction>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060067,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060068,<planet>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060069,Many,0,0,0,0,0,0,0,0,0,1
G3S6,G3060070,of,0,0,0,0,0,0,0,0,0,1
G3S6,G3060071,them,0,1,1,1,0,0,0,3,0,0
G3S6,G3060072,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060073,<comparative>,0,0,1,0,1,0,0,2,0,0
G3S6,G3060074,than,0,0,0,0,0,0,0,0,0,1
G3S6,G3060075,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060076,<celestial_body>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060077,Some,0,0,0,0,0,0,0,0,0,1
G3S6,G3060078,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060079,<direction>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060080,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060081,<planet>,0,1,0,0,1,0,0,2,0,0
G3S6,G3060082,in,0,0,0,0,0,0,0,0,0,1
G3S6,G3060083,a,0,0,0,0,0,0,0,0,0,1
G3S6,G3060084,<time_unit>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060085,These,0,0,0,0,0,0,0,0,0,1
G3S6,G3060086,<creator>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060087,<action>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060088,<celestial_bodies>,0,1,1,1,1,0,0,4,0,0
G3S6,G3060089,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060090,for,0,0,0,0,0,0,0,0,0,1
G3S6,G3060091,us.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060092,Some,0,0,0,0,0,0,0,0,0,1
G3S6,G3060093,of,0,0,0,0,0,0,0,0,0,1
G3S6,G3060094,them,0,0,1,0,1,0,0,2,0,0
G3S6,G3060095,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060096,us,0,0,1,0,0,0,0,1,0,0
G3S6,G3060097,<preposition>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060098,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060099,<weather>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060100,They,0,0,0,0,0,0,0,0,0,1
G3S6,G3060101,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060102,us,0,1,1,1,1,0,0,4,0,0
G3S6,G3060103,if,1,0,0,0,0,0,0,1,0,0
G3S6,G3060104,it's,0,0,0,0,0,0,0,0,0,1
G3S6,G3060105,<state>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060106,to,0,0,0,0,0,0,0,0,0,1
G3S6,G3060107,<weather_action>,0,1,1,1,1,1,1,6,1,0
G3S6,G3060108,or,0,0,0,0,0,0,0,0,0,1
G3S6,G3060109,if,1,0,0,0,0,0,0,1,0,0
G3S6,G3060110,it's,0,0,0,0,0,0,0,0,0,1
G3S6,G3060111,<state>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060112,to,0,0,0,0,0,0,0,0,0,1
G3S6,G3060113,be,0,0,0,0,0,0,0,0,0,1
G3S6,G3060114,<adjective_weather>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060115,Some,0,0,0,0,0,0,0,0,0,1
G3S6,G3060116,of,0,0,0,0,0,0,0,0,0,1
G3S6,G3060117,them,0,1,1,1,1,0,0,4,0,0
G3S6,G3060118,<action>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060119,<communication>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060120,<communications>,0,0,1,1,1,0,0,3,0,0
G3S6,G3060121,<direction>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060122,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060123,<planet>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060124,Some,0,0,0,0,0,0,0,0,0,1
G3S6,G3060125,<action>,0,0,1,0,0,0,0,1,0,0
G3S6,G3060126,<media>,0,0,0,0,0,0,0,0,0,1
G3S6,G3060127,<content>.,1,1,1,1,1,1,1,7,1,0
G3S6,G3060128,These,0,0,0,0,0,0,0,0,0,1
G3S6,G3060129,<celestial_bodies>,0,1,1,0,1,0,0,3,0,0
G3S6,G3060130,are,0,0,0,0,0,0,0,0,0,1
G3S6,G3060131,our,0,0,0,0,0,0,0,0,0,1
G3S6,G3060132,<role>,0,1,1,0,0,0,0,2,0,0
G3S6,G3060133,in,0,0,0,0,0,0,0,0,0,1
G3S6,G3060134,the,0,0,0,0,0,0,0,0,0,1
G3S6,G3060135,<location>.,1,1,0,1,1,1,1,6,1,0
G4S4,G4040001,The,0,0,0,0,0,0,0,0,0,1
G4S4,G4040002,<animal>,0,0,0,0,0,0,0,0,0,1
G4S4,G4040003,<action>,0,1,1,0,0,0,0,2,0,0
G4S4,G4040004,very,0,0,0,0,0,0,0,0,0,1
