StoryID,TokenID,Masked_Word,C1,C2,C3,C4,C5,C6,C7,GT,GT_isboundary,GT_boundary_forbidden
G3S7,G3070079,<slabs>,1,1,1,0,1,1,1,6,1,0
G3S7,G3070080,was,0,0,0,0,0,0,0,0,0,1
G3S7,G3070081,the,0,0,0,1,0,0,0,1,0,0
G3S7,G3070082,same,0,0,1,0,0,1,0,2,0,0
G3S7,G3070083,as,0,0,0,0,0,0,0,0,0,1
G3S7,G3070084,one,0,0,0,1,0,0,0,1,0,0
G3S7,G3070085,<section>,1,0,0,0,1,0,1,3,0,0
G3S7,G3070086,of,0,0,0,1,0,0,0,1,0,0
G3S7,G3070087,a,0,0,0,1,0,0,0,1,0,0
G3S7,G3070088,<volume>,0,0,0,0,0,1,0,1,0,0
G3S7,G3070089,today.,1,1,1,0,1,1,1,6,1,0
G3S7,G3070090,Many,0,0,0,0,0,0,0,0,0,1
G3S7,G3070091,<slabs>,1,1,1,0,1,1,0,5,1,0
G3S7,G3070092,were,0,0,0,0,0,0,0,0,0,1
G3S7,G3070093,<stacked>,0,0,1,0,0,1,1,3,0,0
G3S7,G3070094,one,0,0,0,0,0,0,0,0,0,1
G3S7,G3070095,upon,0,0,0,1,0,0,0,1,0,0
G3S7,G3070096,the,0,0,0,0,0,0,0,0,0,1
G3S7,G3070097,other,1,0,1,0,1,1,1,5,1,0
G3S7,G3070098,to,0,0,0,0,0,0,0,0,0,1
G3S7,G3070099,<form>,0,0,0,1,0,0,0,1,0,0
G3S7,G3070100,a,0,0,0,0,0,0,0,0,0,1
G3S7,G3070101,<volume>.,1,1,1,0,1,1,1,6,1,0
G3S7,G3070102,Each,0,0,0,0,0,0,0,0,0,1
G3S7,G3070103,of,0,0,0,1,0,0,0,1,0,0
G3S7,G3070104,those,0,0,0,0,0,0,0,0,0,1
G3S7,G3070105,<volumes>,0,1,1,0,1,1,1,5,1,0
G3S7,G3070106,must,0,0,0,0,0,0,0,0,0,1
G3S7,G3070107,have,0,0,0,1,0,0,0,1,0,0
G3S7,G3070108,weighted,0,0,1,0,1,1,1,4,0,0
G3S7,G3070109,<number>,0,1,0,0,0,0,0,1,0,0
G3S7,G3070110,to,0,0,0,0,0,0,0,0,0,1
G3S7,G3070111,<number>,0,0,0,1,0,0,0,1,0,0
G3S7,G3070112,<unit_of_measurement>!,1,1,1,0,1,1,1,6,1,0
G3S7,G3070113,Imagine,1,1,0,0,0,0,0,2,0,0
G3S7,G3070114,<verb_action>,0,0,0,0,0,1,0,1,0,0
G3S7,G3070115,such,0,0,0,0,0,0,0,0,0,1
G3S7,G3070116,a,0,0,0,0,0,0,0,0,0,1
G3S7,G3070117,<adjective_size>,0,0,0,1,0,0,0,1,0,0
G3S7,G3070118,<volume>,0,0,1,0,1,1,1,4,0,0
G3S7,G3070119,to,0,0,0,0,0,0,0,0,0,1
G3S7,G3070120,<location>,0,0,0,0,0,1,0,1,0,0
G3S7,G3070121,every,0,0,0,0,0,0,0,0,0,1
G3S7,G3070122,day!,1,1,1,0,1,1,1,6,1,0
G3S7,G3070123,It,0,0,0,0,0,0,0,0,0,1
G3S7,G3070124,must,0,0,0,0,0,0,0,0,0,1
G3S7,G3070125,have,0,0,0,1,0,0,0,1,0,0
G3S7,G3070126,<required>,1,0,1,0,0,1,1,4,0,0
G3S7,G3070127,so,0,0,0,0,0,0,0,0,0,1
G3S7,G3070128,much,0,0,0,0,0,0,0,0,0,1
G3S7,G3070129,effort,1,1,1,1,1,1,1,7,1,0
G3S7,G3070130,to,0,0,0,0,0,0,0,0,0,1
G3S7,G3070131,<produce>,0,1,1,0,0,0,0,2,0,0
G3S7,G3070132,and,0,0,0,0,0,0,0,0,0,1
G3S7,G3070133,<move>,0,0,1,1,1,1,1,5,1,0
G3S7,G3070134,these,0,0,0,0,0,0,0,0,0,1
G3S7,G3070135,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S7,G3070136,<volumes>.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080001,The,0,0,0,0,0,0,0,0,0,1
G3S8,G3080002,<musician>,0,1,1,0,1,1,0,4,0,0
G3S8,G3080003,<struck>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080004,his,0,0,0,0,0,0,0,0,0,1
G3S8,G3080005,<instrument>,1,0,1,0,1,1,1,5,1,0
G3S8,G3080006,in,0,0,0,0,0,0,0,0,0,1
G3S8,G3080007,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080008,<center>,0,0,0,0,0,1,0,1,0,0
G3S8,G3080009,of,0,0,0,1,0,0,0,1,0,0
G3S8,G3080010,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080011,<road>.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080012,The,0,0,0,0,0,0,0,0,0,1
G3S8,G3080013,<animal_monkey>,0,1,1,0,1,1,0,4,0,0
G3S8,G3080014,<moved>,1,0,1,1,0,0,1,4,0,0
G3S8,G3080015,to,0,0,0,0,0,0,0,0,0,1
G3S8,G3080016,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080017,<rhythm>.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080018,Little,0,0,0,1,0,0,0,1,0,0
G3S8,G3080019,<people>,0,0,0,0,0,0,1,1,0,0
G3S8,G3080020,and,0,0,0,0,0,0,0,0,0,1
G3S8,G3080021,"<people>,",1,1,1,1,1,1,1,7,1,0
G3S8,G3080022,and,0,0,0,0,0,0,0,0,0,1
G3S8,G3080023,even,0,0,0,0,0,0,0,0,0,1
G3S8,G3080024,<age>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080025,<grownups>,1,1,1,0,1,1,1,6,1,0
G3S8,G3080026,stood,0,0,0,0,0,0,0,0,0,1
G3S8,G3080027,in,0,0,0,0,0,0,0,0,0,1
G3S8,G3080028,a,0,0,0,1,0,0,0,1,0,0
G3S8,G3080029,<shape>.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080030,They,0,0,0,0,0,0,0,0,0,1
G3S8,G3080031,<action>,0,0,1,0,1,1,0,3,0,0
G3S8,G3080032,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080033,<animal>,0,0,0,1,0,1,0,2,0,0
G3S8,G3080034,<action>.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080035,They,0,0,0,0,0,0,0,0,0,1
G3S8,G3080036,<action>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080037,some,0,0,0,0,0,0,0,0,0,1
G3S8,G3080038,<coins>,1,1,1,0,1,1,1,6,1,0
G3S8,G3080039,to,0,0,0,1,0,0,0,1,0,0
G3S8,G3080040,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080041,"<musician>,",1,1,1,0,1,1,1,6,1,0
G3S8,G3080042,and,0,0,0,0,0,0,0,0,0,1
G3S8,G3080043,he,0,0,0,0,0,0,0,0,0,1
G3S8,G3080044,<purchased>,0,0,0,0,0,1,0,1,0,0
G3S8,G3080045,<snacks>,1,1,1,1,0,0,1,5,1,0
G3S8,G3080046,and,0,0,0,0,0,0,0,0,0,1
G3S8,G3080047,<fruit>,1,0,0,0,0,1,0,2,0,0
G3S8,G3080048,with,0,0,0,0,0,0,0,0,0,1
G3S8,G3080049,it.,1,1,1,1,1,1,1,7,1,0
G3S8,G3080050,He,0,0,0,0,0,0,0,0,0,1
G3S8,G3080051,<action>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080052,some,1,1,1,0,1,1,1,6,1,0
G3S8,G3080053,and,0,0,0,1,0,0,0,1,0,0
G3S8,G3080054,<action>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080055,some,1,0,1,0,1,1,1,5,1,0
G3S8,G3080056,with,0,0,0,0,0,0,0,0,0,1
G3S8,G3080057,the,0,0,0,1,0,0,0,1,0,0
G3S8,G3080058,<animal>.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080059,They,0,0,0,0,0,0,0,0,0,1
G3S8,G3080060,<action>,0,0,1,0,0,0,0,1,0,0
G3S8,G3080061,along,0,0,0,0,0,0,0,0,0,1
G3S8,G3080062,the,0,0,0,1,0,0,0,1,0,0
G3S8,G3080063,<road>.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080064,A,0,0,0,0,0,0,0,0,0,1
G3S8,G3080065,<age>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080066,<child>,0,1,1,0,1,1,0,4,0,0
G3S8,G3080067,<told>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080068,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080069,<musician>,1,1,1,1,1,1,1,7,1,0
G3S8,G3080070,that,0,0,0,0,0,0,0,0,0,1
G3S8,G3080071,he,0,0,0,0,0,0,0,0,0,1
G3S8,G3080072,would,0,0,0,0,0,0,0,0,0,1
G3S8,G3080073,<offer>,0,0,0,1,0,0,0,1,0,0
G3S8,G3080074,him,0,0,0,0,0,1,0,1,0,0
G3S8,G3080075,<number>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080076,<currency>,1,1,1,0,1,1,1,6,1,0
G3S8,G3080077,and,0,0,0,1,0,0,0,1,0,0
G3S8,G3080078,<requested>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080079,him,1,0,0,0,1,1,1,4,0,0
G3S8,G3080080,to,0,0,0,1,0,0,0,1,0,0
G3S8,G3080081,<action>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080082,him,0,0,0,0,0,0,0,0,0,1
G3S8,G3080083,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080084,<animal>.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080085,<number>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080086,<currency>,0,0,1,1,1,1,0,4,0,0
G3S8,G3080087,was,0,0,0,0,0,0,0,0,0,1
G3S8,G3080088,a,0,0,0,0,0,0,0,0,0,1
G3S8,G3080089,lot,0,0,0,0,0,0,0,0,0,1
G3S8,G3080090,of,0,0,0,0,0,0,0,0,0,1
G3S8,G3080091,money,1,1,0,1,1,1,1,6,1,0
G3S8,G3080092,for,0,0,0,0,0,0,0,0,0,1
G3S8,G3080093,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080094,<musician>.,1,1,1,1,1,1,1,7,1,0
G3S8,G3080095,The,0,0,0,0,0,0,0,0,0,1
G3S8,G3080096,<child>,1,0,0,0,0,1,1,3,0,0
G3S8,G3080097,was,0,0,0,1,0,0,0,1,0,0
G3S8,G3080098,about,0,0,0,0,0,0,0,0,0,1
G3S8,G3080099,to,0,0,0,0,0,0,0,0,0,1
G3S8,G3080100,<action>,0,0,0,0,1,0,0,1,0,0
G3S8,G3080101,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080102,<coins>,0,1,1,0,1,1,1,5,1,0
G3S8,G3080103,to,0,0,0,0,0,0,0,0,0,1
G3S8,G3080104,the,0,0,0,1,0,0,0,1,0,0
G3S8,G3080105,<musician>.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080106,But,0,0,0,0,0,0,0,0,0,1
G3S8,G3080107,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080108,<animal>,1,1,1,0,1,1,1,6,1,0
G3S8,G3080109,<snatched>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080110,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080111,<coins>,0,0,0,0,1,1,1,3,0,0
G3S8,G3080112,from,0,0,0,1,0,0,0,1,0,0
G3S8,G3080113,his,0,0,0,0,0,0,0,0,0,1
G3S8,G3080114,<body_part>.,1,1,1,1,1,1,1,7,1,0
G3S8,G3080115,And,0,0,0,0,0,0,0,0,0,1
G3S8,G3080116,it,0,0,0,0,0,0,0,0,0,1
G3S8,G3080117,<action>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080118,away,1,1,1,0,1,1,1,6,1,0
G3S8,G3080119,as,0,0,0,0,0,0,0,0,0,1
G3S8,G3080120,<swiftly>,0,0,0,0,0,1,0,1,0,0
G3S8,G3080121,as,0,0,0,0,0,0,0,0,0,1
G3S8,G3080122,it,0,0,0,1,0,0,0,1,0,0
G3S8,G3080123,could.,1,1,1,0,1,1,1,6,1,0
G3S8,G3080124,The,0,0,0,0,0,0,0,0,0,1
G3S8,G3080125,<musician>,0,1,1,0,1,1,1,5,1,0
G3S8,G3080126,and,0,0,0,0,0,0,0,0,0,1
G3S8,G3080127,the,0,0,0,0,0,0,0,0,0,1
G3S8,G3080128,<child>,0,0,1,0,1,1,1,4,0,0
G3S8,G3080129,<chased>,0,0,0,0,0,0,0,0,0,1
G3S8,G3080130,after,0,0,0,0,0,0,0,0,0,1
G3S8,G3080131,him.,1,1,1,0,1,1,1,6,1,0
G3S9,G3090001,One,0,0,0,0,0,0,0,0,0,1
G3S9,G3090002,"<time_unit>,",1,1,1,1,1,1,1,7,1,0
G3S9,G3090003,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090004,<weather_element>,0,0,1,1,0,0,1,3,0,0
G3S9,G3090005,and,0,0,0,0,0,0,0,0,0,1
G3S9,G3090006,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090007,<celestial_body>,1,0,1,1,1,1,1,6,1,0
G3S9,G3090008,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090009,on,0,0,0,0,0,0,0,0,0,1
G3S9,G3090010,a,0,0,0,0,0,0,0,0,0,1
G3S9,G3090011,<landform>.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090012,They,0,0,0,0,0,0,0,0,0,1
G3S9,G3090013,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090014,down,1,1,1,1,1,1,1,7,1,0
G3S9,G3090015,and,0,0,0,0,0,0,0,0,0,1
G3S9,G3090016,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090017,a,0,0,0,0,0,0,0,0,0,1
G3S9,G3090018,<person>,1,0,1,1,0,1,1,5,1,0
G3S9,G3090019,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090020,up,0,0,0,0,0,0,0,0,0,1
G3S9,G3090021,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090022,<landform>.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090023,He,0,0,0,0,0,0,0,0,0,1
G3S9,G3090024,was,0,0,0,0,0,0,0,0,0,1
G3S9,G3090025,<action>,1,0,0,0,0,1,1,3,0,0
G3S9,G3090026,a,0,0,0,0,0,0,0,0,0,1
G3S9,G3090027,<adjective>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090028,<clothing>.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090029,The,0,0,0,0,0,0,0,0,0,1
G3S9,G3090030,<weather_element>,0,0,1,0,0,0,1,2,0,0
G3S9,G3090031,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090032,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090033,<celestial_body>,1,1,1,1,1,1,1,7,1,0
G3S9,G3090034,that,0,0,0,0,0,0,0,0,0,1
G3S9,G3090035,it,0,0,0,0,0,0,0,0,0,1
G3S9,G3090036,was,1,0,0,0,0,1,0,2,0,0
G3S9,G3090037,<comparative>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090038,than,0,0,0,0,0,0,0,0,0,1
G3S9,G3090039,him.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090040,It,0,0,0,0,0,0,0,0,0,1
G3S9,G3090041,could,0,0,0,0,0,0,0,0,0,1
G3S9,G3090042,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090043,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090044,<person>,1,1,1,1,1,1,1,7,1,0
G3S9,G3090045,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090046,his,0,0,0,0,0,0,0,0,0,1
G3S9,G3090047,<clothing>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090048,off.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090049,The,0,0,0,0,0,0,0,0,0,1
G3S9,G3090050,<celestial_body>,0,0,0,0,0,0,1,1,0,0
G3S9,G3090051,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090052,him,0,0,0,1,0,0,0,1,0,0
G3S9,G3090053,to,0,0,0,0,0,0,0,0,0,1
G3S9,G3090054,<action>,1,1,1,1,1,1,1,7,1,0
G3S9,G3090055,and,0,0,0,0,0,0,0,0,0,1
G3S9,G3090056,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090057,behind,0,0,0,0,0,0,0,0,0,1
G3S9,G3090058,a,0,0,0,0,0,0,0,0,0,1
G3S9,G3090059,<weather_formation>.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090060,"Now,",1,1,1,1,1,1,1,7,1,0
G3S9,G3090061,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090062,<weather_element>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090063,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090064,to,0,0,0,0,0,0,0,0,0,1
G3S9,G3090065,<action>.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090066,But,0,0,0,0,0,0,0,0,0,1
G3S9,G3090067,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090068,<person>,0,0,1,0,0,0,1,2,0,0
G3S9,G3090069,only,0,0,0,0,0,0,0,0,0,1
G3S9,G3090070,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090071,<adjective_temperature>,1,1,1,1,1,1,1,7,1,0
G3S9,G3090072,and,0,0,0,0,0,0,0,0,0,1
G3S9,G3090073,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090074,on,0,0,0,0,0,0,0,0,0,1
G3S9,G3090075,to,0,0,0,0,0,0,0,0,0,1
G3S9,G3090076,his,0,0,0,0,0,0,0,0,0,1
G3S9,G3090077,<clothing>.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090078,Then,0,1,1,0,0,0,0,2,0,0
G3S9,G3090079,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090080,<celestial_body>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090081,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090082,out,1,0,1,1,1,1,1,6,1,0
G3S9,G3090083,from,0,0,0,0,0,0,0,0,0,1
G3S9,G3090084,behind,0,0,0,0,0,0,0,0,0,1
G3S9,G3090085,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090086,<weather_formation>.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090087,It,0,0,0,0,0,0,0,0,0,1
G3S9,G3090088,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090089,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090090,<weather_element>,0,0,1,0,0,0,1,2,0,0
G3S9,G3090091,to,0,0,0,0,0,0,0,0,0,1
G3S9,G3090092,<action>,1,1,1,1,1,1,1,7,1,0
G3S9,G3090093,and,0,0,0,0,0,0,0,0,0,1
G3S9,G3090094,<action>,1,1,0,0,1,1,1,5,1,0
G3S9,G3090095,that,0,0,1,0,0,0,0,1,0,0
G3S9,G3090096,it,0,0,0,0,0,0,0,0,0,1
G3S9,G3090097,would,0,0,0,0,0,0,0,0,0,1
G3S9,G3090098,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090099,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090100,<person>,1,1,0,0,1,1,1,5,1,0
G3S9,G3090101,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090102,his,0,0,0,0,0,0,0,0,0,1
G3S9,G3090103,<clothing>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090104,off.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090105,The,0,0,0,0,0,0,0,0,0,1
G3S9,G3090106,<celestial_body>,0,0,1,0,0,0,0,1,0,0
G3S9,G3090107,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090108,to,0,0,0,0,0,0,0,0,0,1
G3S9,G3090109,<action>.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090110,The,0,0,0,0,0,0,0,0,0,1
G3S9,G3090111,<person>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090112,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090113,<adjective_temperature>.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090114,He,0,0,0,0,0,0,0,0,0,1
G3S9,G3090115,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090116,<comparative>,1,1,1,1,0,1,1,6,1,0
G3S9,G3090117,and,0,0,0,0,0,0,0,0,0,1
G3S9,G3090118,<comparative>,1,1,1,1,1,1,1,7,1,0
G3S9,G3090119,and,0,0,0,0,0,0,0,0,0,1
G3S9,G3090120,<action>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090121,his,0,0,0,0,0,0,0,0,0,1
G3S9,G3090122,<clothing>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090123,off.,1,1,1,1,1,1,1,7,1,0
G3S9,G3090124,Then,0,0,0,0,0,0,0,0,0,1
G3S9,G3090125,the,0,0,0,0,0,0,0,0,0,1
G3S9,G3090126,<celestial_body>,0,0,0,0,0,0,0,0,0,1
G3S9,G3090127,<action>,1,1,1,1,1,1,1,7,1,0
G3S9,G3090128,that,0,0,0,0,0,0,0,0,0,1
G3S9,G3090129,it,0,0,0,0,0,0,0,0,0,1
G3S9,G3090130,was,0,0,0,0,0,0,0,0,0,1
G3S9,G3090131,<comparative>.,1,1,1,1,1,1,1,7,1,0
G4S7,G4070001,Did,0,0,0,0,0,0,0,0,0,1
G4S7,G4070002,you,0,0,0,0,0,0,0,0,0,1
G4S7,G4070003,<action>,1,1,1,0,1,1,1,6,1,0
G4S7,G4070004,that,0,0,0,0,0,0,0,0,0,1
G4S7,G4070005,there,0,0,0,1,0,0,0,1,0,0
G4S7,G4070006,is,0,0,0,0,0,0,0,0,0,1
G4S7,G4070007,an,0,0,0,1,0,0,0,1,0,0
G4S7,G4070008,<animal>,1,1,1,0,1,1,1,6,1,0
G4S7,G4070009,which,0,0,0,0,0,0,0,0,0,1
G4S7,G4070010,<action>,1,0,0,0,0,1,1,3,0,0
G4S7,G4070011,all,0,0,0,0,0,0,0,0,0,1
G4S7,G4070012,its,0,0,0,0,0,0,0,0,0,1
G4S7,G4070013,<time>,1,1,1,0,1,1,1,6,1,0
G4S7,G4070014,<action>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070015,<position>,0,0,0,0,0,0,0,0,0,1
