StoryID,Token ID,Masked_Word,A1,A2,A3,A4,A5,A6,A7,GT,GT_isboundary,GT_boundary_forbidden
G3S2,G30200091,not,0,0,0,0,0,0,0,0,0,1
G3S2,G30200092,<cry_out>,0,0,0,0,0,0,0,0,0,1
G3S2,G30200093,any,0,0,0,0,0,0,0,0,0,1
G3S2,G30200094,more.,1,1,1,1,1,1,1,7,1,0
G3S2,G30200095,He,0,0,0,0,0,0,0,0,0,1
G3S2,G30200096,had,0,0,0,0,0,0,0,0,0,1
G3S2,G30200097,<lost>,0,0,0,0,0,0,0,0,0,1
G3S2,G30200098,his,0,0,0,0,0,0,0,0,0,1
G3S2,G30200099,<adjective_pos>.,0,0,0,0,0,0,0,0,0,1
G3S2,G30200100,<sound>.,1,1,1,1,1,1,1,7,1,0
G3S2,G30200101,A,0,0,0,0,0,0,0,0,0,1
G3S2,G30200102,<creature>,0,1,0,0,0,1,0,2,0,0
G3S2,G30200103,<noticed>,0,0,0,0,0,0,0,0,0,1
G3S2,G30200104,the,0,0,0,0,0,0,0,0,0,1
G3S2,G30200105,<sorrowful>,0,0,0,0,0,0,0,0,0,1
G3S2,G30200106,<bird>,0,1,0,1,1,1,0,4,0,0
G3S2,G30200107,and,0,0,0,0,0,0,0,0,0,1
G3S2,G30200108,<smiled>.,1,1,1,1,1,1,1,7,1,0
G3S2,G30200109,He,0,0,0,0,0,0,0,0,0,1
G3S2,G30200110,<told>,0,0,0,0,0,0,0,0,0,1
G3S2,G30200111,the,0,0,0,0,0,0,0,0,0,1
G3S2,G30200112,<creatures>,0,1,0,1,0,1,1,4,0,0
G3S2,G30200113,how,0,0,0,0,0,0,0,0,0,1
G3S2,G30200114,<sorrowful>,0,0,0,0,0,0,0,0,0,1
G3S2,G30200115,the,0,0,0,0,0,0,0,0,0,1
G3S2,G30200116,<bird>,0,0,0,0,0,0,0,0,0,1
G3S2,G30200117,was.,1,1,1,1,1,1,1,7,1,0
G3S2,G30200118,"Soon,",1,1,0,1,1,1,1,6,1,0
G3S2,G30200119,they,0,0,0,0,0,0,0,0,0,1
G3S2,G30200120,all,0,0,0,0,0,0,0,0,0,1
G3S2,G30200121,<returned>,0,0,0,0,0,0,0,0,0,1
G3S2,G30200122,back.,1,1,1,1,1,1,1,7,1,0
G3S2,G30200123,The,0,0,0,0,0,0,0,0,0,1
G3S2,G30200124,<bird>,0,1,0,0,0,0,0,1,0,0
G3S2,G30200125,was,0,0,0,0,0,0,0,0,0,1
G3S2,G30200126,very,0,0,0,0,0,0,0,0,0,1
G3S2,G30200127,<joyful>.,1,1,1,1,1,1,1,7,1,0
G3S2,G30200128,But,0,0,0,0,0,0,0,0,0,1
G3S2,G30200129,his,0,0,0,0,0,0,0,0,0,1
G3S2,G30200130,<sound>,0,1,0,1,0,1,0,3,0,0
G3S2,G30200131,never,0,0,0,0,0,0,0,0,0,1
G3S2,G30200132,became,0,0,0,0,0,0,0,0,0,1
G3S2,G30200133,<pleasant>,0,0,0,0,0,0,0,0,0,1
G3S2,G30200134,again.,1,1,1,1,1,1,1,7,1,0
G3S3,G3030001,<Fruit>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030002,trees,0,1,0,1,0,1,0,3,0,0
G3S3,G3030003,are,0,0,0,0,0,0,0,0,0,1
G3S3,G3030004,not,0,0,0,0,0,0,0,0,0,1
G3S3,G3030005,trees,0,0,0,0,0,0,0,0,0,1
G3S3,G3030006,at,0,0,0,0,0,0,0,0,0,1
G3S3,G3030007,all.,1,1,1,1,1,1,1,7,1,0
G3S3,G3030008,They,0,0,0,0,0,0,0,0,0,1
G3S3,G3030009,<appear>,0,0,0,0,0,1,0,1,0,0
G3S3,G3030010,like,0,0,0,0,0,0,0,0,0,1
G3S3,G3030011,<short>.,0,0,0,0,1,0,0,1,0,0
G3S3,G3030012,palm,0,0,0,0,0,0,0,0,0,1
G3S3,G3030013,trees.,1,1,1,1,1,1,1,7,1,0
G3S3,G3030014,But,1,0,0,0,0,0,0,1,0,0
G3S3,G3030015,they,0,0,0,0,0,0,0,0,0,1
G3S3,G3030016,"are,",1,1,0,0,1,1,1,5,1,0
G3S3,G3030017,in,0,0,0,0,0,0,0,0,0,1
G3S3,G3030018,"fact,",1,0,0,1,1,1,1,5,1,0
G3S3,G3030019,<vegetation>.,1,1,1,1,1,1,1,7,1,0
G3S3,G3030020,They,0,0,0,0,0,0,0,0,0,1
G3S3,G3030021,<exist>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030022,for,0,0,0,0,0,0,0,0,0,1
G3S3,G3030023,a,0,0,0,0,0,0,0,0,0,1
G3S3,G3030024,few,0,0,0,0,0,0,0,0,0,1
G3S3,G3030025,<periods>,0,1,0,1,1,1,1,5,1,0
G3S3,G3030026,and,0,0,0,0,0,0,0,0,0,1
G3S3,G3030027,<perish>.,1,1,1,1,1,1,1,7,1,0
G3S3,G3030028,"Then,",1,1,0,1,1,1,1,6,1,0
G3S3,G3030029,new,0,0,0,0,0,0,0,0,0,1
G3S3,G3030030,<vegetation>,0,0,0,0,0,1,0,1,0,0
G3S3,G3030031,come,0,0,0,0,0,0,0,0,0,1
G3S3,G3030032,up,0,0,0,0,0,0,0,0,0,1
G3S3,G3030033,in,0,0,0,0,0,0,0,0,0,1
G3S3,G3030034,their,0,0,0,0,0,0,0,0,0,1
G3S3,G3030035,place,1,1,1,1,1,1,1,7,1,0
G3S3,G3030036,and,0,0,0,0,0,0,0,0,0,1
G3S3,G3030037,<exists>,0,0,0,0,0,1,0,1,0,0
G3S3,G3030038,for,0,0,0,0,0,0,0,0,0,1
G3S3,G3030039,the,0,0,0,0,0,0,0,0,0,1
G3S3,G3030040,next,0,0,0,0,0,0,0,0,0,1
G3S3,G3030041,few,0,0,0,0,0,0,0,0,0,1
G3S3,G3030042,<periods>.,1,1,0,1,1,1,1,6,1,0
G3S3,G3030043,The,0,0,0,0,0,0,0,0,0,1
G3S3,G3030044,<stem>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030045,of,0,0,0,0,0,0,0,0,0,1
G3S3,G3030046,the,0,0,0,0,0,0,0,0,0,1
G3S3,G3030047,<fruit>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030048,plant,0,1,0,1,0,1,0,3,0,0
G3S3,G3030049,is,0,0,0,0,0,0,0,0,0,1
G3S3,G3030050,not,0,0,0,0,0,0,0,0,0,1
G3S3,G3030051,"<timber>,",1,0,1,1,1,1,0,5,1,0
G3S3,G3030052,it,0,0,0,0,0,0,0,0,0,1
G3S3,G3030053,is,0,0,0,0,0,0,0,0,0,1
G3S3,G3030054,made,0,0,0,0,0,0,0,0,0,1
G3S3,G3030055,up,0,0,0,0,0,1,0,1,0,0
G3S3,G3030056,of,0,0,0,1,1,0,0,2,0,0
G3S3,G3030057,the,0,0,0,0,0,0,0,0,0,1
G3S3,G3030058,lower,0,0,0,0,0,0,0,0,0,1
G3S3,G3030059,parts,0,0,0,0,0,0,0,0,0,1
G3S3,G3030060,of,0,0,0,0,0,0,0,0,0,1
G3S3,G3030061,"<foliage>,",1,1,1,0,1,1,1,6,1,0
G3S3,G3030062,which,0,0,0,0,0,0,0,0,0,1
G3S3,G3030063,<rest>,0,0,0,1,0,0,0,1,0,0
G3S3,G3030064,tightly,0,0,0,0,0,1,0,1,0,0
G3S3,G3030065,one,0,0,0,0,0,0,0,0,0,1
G3S3,G3030066,over,0,0,0,0,0,0,0,0,0,1
G3S3,G3030067,the,0,0,0,0,0,0,0,0,0,1
G3S3,G3030068,other.,1,1,0,1,1,1,1,6,1,0
G3S3,G3030069,When,0,0,0,0,0,0,0,0,0,1
G3S3,G3030070,you,0,0,0,0,0,0,0,0,0,1
G3S3,G3030071,<consume>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030072,a,0,0,0,0,0,0,0,0,0,1
G3S3,G3030073,"<fruit>,",1,1,1,1,1,1,1,7,1,0
G3S3,G3030074,you,0,0,0,0,0,0,0,0,0,1
G3S3,G3030075,<see>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030076,<adjective_size>,1,0,0,0,1,1,1,4,0,0
G3S3,G3030077,<adjective_feel>,1,0,0,0,1,1,1,4,0,0
G3S3,G3030078,<adjective_color>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030079,<kernels>,0,1,0,1,1,1,0,4,0,0
G3S3,G3030080,inside,0,0,0,0,0,0,0,0,0,1
G3S3,G3030081,the,0,0,0,0,0,0,0,0,0,1
G3S3,G3030082,<produce>.,1,1,0,1,1,1,1,6,1,0
G3S3,G3030083,These,0,0,0,0,0,0,0,0,0,1
G3S3,G3030084,<kernels>,0,1,0,1,0,1,1,4,0,0
G3S3,G3030085,are,0,0,0,0,0,0,0,0,0,1
G3S3,G3030086,of,0,0,0,0,0,0,0,0,0,1
G3S3,G3030087,no,0,0,0,0,0,0,0,0,0,1
G3S3,G3030088,<value>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030089,at,0,0,0,0,0,0,0,0,0,1
G3S3,G3030090,all,0,0,0,1,0,1,0,2,0,0
G3S3,G3030091,to,0,0,0,0,0,0,0,0,0,1
G3S3,G3030092,the,0,0,0,0,0,0,0,0,0,1
G3S3,G3030093,<fruit>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030094,plant.,1,1,1,1,1,1,1,7,1,0
G3S3,G3030095,New,0,0,0,0,0,0,0,0,0,1
G3S3,G3030096,<vegetation>,0,1,0,1,0,1,0,3,0,0
G3S3,G3030097,does,0,0,0,0,0,0,0,0,0,1
G3S3,G3030098,not,0,0,0,0,0,0,0,0,0,1
G3S3,G3030099,<emerge>,0,0,0,0,0,1,0,1,0,0
G3S3,G3030100,from,0,0,0,0,0,0,0,0,0,1
G3S3,G3030101,the,0,0,0,0,0,0,0,0,0,1
G3S3,G3030102,<kernels>.,1,1,0,1,1,1,1,6,1,0
G3S3,G3030103,New,0,0,0,0,0,0,0,0,0,1
G3S3,G3030104,<fruit>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030105,plants,0,1,0,1,0,1,0,3,0,0
G3S3,G3030106,<emerge>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030107,from,0,0,0,0,0,0,0,0,0,1
G3S3,G3030108,the,0,0,0,0,0,0,0,0,0,1
G3S3,G3030109,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030110,plant.,1,1,1,1,1,1,1,7,1,0
G3S3,G3030111,They,0,1,0,0,0,0,0,1,0,0
G3S3,G3030112,<appear>,0,0,0,1,0,1,0,2,0,0
G3S3,G3030113,just,0,0,0,0,0,0,0,0,0,1
G3S3,G3030114,like,0,0,0,0,0,0,0,0,0,1
G3S3,G3030115,the,0,0,0,0,0,0,0,0,0,1
G3S3,G3030116,<complete>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030117,grown,0,0,0,0,0,0,0,0,0,1
G3S3,G3030118,plant.,1,1,1,1,1,1,1,7,1,0
G3S3,G3030119,There,0,0,0,0,0,0,0,0,0,1
G3S3,G3030120,are,0,0,0,0,0,0,0,0,0,1
G3S3,G3030121,some,0,0,0,0,0,0,0,0,0,1
G3S3,G3030122,<fruits>,0,1,0,1,1,1,1,5,1,0
G3S3,G3030123,which,0,0,0,0,0,0,0,0,0,1
G3S3,G3030124,are,0,0,0,0,0,0,0,0,0,1
G3S3,G3030125,called,0,0,0,0,0,0,0,0,0,1
G3S3,G3030126,<vegetation>.,1,1,0,1,1,1,1,6,1,0
G3S3,G3030127,In,0,0,0,0,0,0,0,0,0,1
G3S3,G3030128,many,0,0,0,0,0,0,0,0,0,1
G3S3,G3030129,"<regions>,",1,1,1,1,1,1,1,7,1,0
G3S3,G3030130,<vegetation>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030131,are,0,0,0,0,0,0,0,0,0,1
G3S3,G3030132,not,0,0,0,0,0,0,0,0,0,1
G3S3,G3030133,<eaten>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030134,as,0,0,0,0,0,0,0,0,0,1
G3S3,G3030135,<produce>;,0,1,0,1,1,1,1,5,1,0
G3S3,G3030136,they,0,0,0,0,0,0,0,0,0,1
G3S3,G3030137,are,0,0,0,0,0,0,0,0,0,1
G3S3,G3030138,<prepared>,0,0,0,0,0,0,0,0,0,1
G3S3,G3030139,as,0,0,0,0,0,0,0,0,0,1
G3S3,G3030140,<food>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010001,One,0,0,0,0,0,0,0,0,0,1
G4S1,G4010002,"<time>,",1,1,1,1,1,1,1,7,1,0
G4S1,G4010003,up,0,0,0,0,0,0,0,0,0,1
G4S1,G4010004,on,0,0,0,0,0,0,0,0,0,1
G4S1,G4010005,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010006,<structure>,0,0,0,1,0,0,0,1,0,0
G4S1,G4010007,of,0,0,0,0,0,0,0,0,0,1
G4S1,G4010008,the,0,0,0,0,0,0,0,0,0,1
